File Name	Name	Type	Page	Modification Date	Comment
Data Structures and Algorithms.pdf	brad	Highlight	47	4/28/2014 10:03:37 PM 	"Iterating Through a List\rAn iterator allows us to traverse a list without referencing the internal storage mechanism of the\rList class. The functions front(), end(), prev(), next(), and currPos provide an implementation of\ran iterator for our List class. Some advantages to using iterators over using array indexing\rinclude:"
Data Structures and Algorithms.pdf	brad	Highlight	54	4/29/2014 12:44:05 AM 	"Lists are a natural form of organization for data. We have already seen how to use the List class to\rorganize data into a list. When the order of the data being stored doesn’t matter, or when you don’t\rhave to search the data stored, lists work wonderfully. For other applications, however, plain lists\rare too simple and we need a more complex, list-like data structure.\rA list-like structure that can be used to solve many problems in computing is the stack. Stacks are\refficient data structures because data can be added or removed only from the top of a stack,\rmaking these procedures fast and easy to implement. Stacks are used extensively in programming\rlanguage implementations for everything from expression evaluation to handling function calls."
Data Structures and Algorithms.pdf	brad	Highlight	54	4/29/2014 12:44:55 AM 	The two primary operations of a stack are adding elements to a stack and taking elements off a\rstack. Elements are added to a stack using the push operation. Elements are taken off a stack using\rthe pop operation. These operations are illustrated in Figure 4-1.
Data Structures and Algorithms.pdf	brad	Highlight	55	4/29/2014 12:45:45 AM 	"Another common operation on a stack is viewing the element at the top of a stack. The pop\roperation visits the top element of a stack, but it permanently removes the element from a stack.\rThe peek operation returns the value stored at the top of a stack without removing it from the\rstack."
Data Structures and Algorithms.pdf	brad	Highlight	55	4/29/2014 12:46:19 AM 	"To keep track of where the top element is, as well as keeping track of where to add a new\relement, we use a top variable that is incremented when we push new elements onto the stack and\ris decremented when we pop elements off the stack.\rWhile pushing, popping, and peeking are the primary operations associated with a stack, there are\rother operations we need to perform and properties we need to examine. The clear operation\rremoves all the elements from a stack. The length property holds the number of elements contained\rin a stack. We also define an empty property to let us know if a stack has no elements in it, though\rwe can use the length property for this as well."
Data Structures and Algorithms.pdf	brad	Highlight	79	4/19/2014 3:22:55 AM 	"The main problem with using JavaScript arrays, however, is that arrays in JavaScript are\rimplemented as objects, causing them to be less efficient than arrays built in languages such as\rC++ and Java (see Crockford, Chapter 6)."
Data Structures and Algorithms.pdf	brad	Highlight	79	4/19/2014 3:23:13 AM 	"When you determine that the operations performed on an array are too slow for practical use, you\rcan consider using the linked list as an alternative data structure. The linked list can be used in\ralmost every situation where a one-dimensional array is used, except when you need random\raccess to the elements of a list. When random access is required, an array is the better data\rstructure to use."
Data Structures and Algorithms.pdf	brad	Highlight	79	4/19/2014 3:24:50 AM 	Linked Lists Defined\rA linked list is a collection of objects called nodes. Each node is linked to a successor node in the\rlist using an object reference. The reference to another node is called a link.
Data Structures and Algorithms.pdf	brad	Highlight	80	4/19/2014 3:25:51 AM 	"While array elements are referenced by their position, linked list elements are referenced by their\rrelationship to the other elements of the linked list."
Data Structures and Algorithms.pdf	brad	Highlight	80	4/19/2014 3:26:19 AM 	"In Figure 6-1, we say that “bread” follows\r“milk”, not that “bread” is in the second position. Moving through a linked list involves following\rthe links of the list from the beginning node to the end node (not including the header node, which\ris sometimes used as a hook for entry into a linked list). Something else to notice in the figure is\rthat we mark the end of a linked list by pointing to a null node."
Data Structures and Algorithms.pdf	brad	Highlight	80	4/19/2014 3:26:32 AM 	"Marking the beginning of a linked list can be a problem. Many linked-list implementations include\ra special node, called the head, to denote the beginning of a linked list."
Data Structures and Algorithms.pdf	brad	Highlight	80	4/19/2014 3:27:21 AM 	"Removing an item from a linked list is also easy to do. The link of the node before the removed\rnode is redirected to point to the node the removed node is pointing to, while also pointing the\rremoved node to null, effectively taking the node out of the linked list."
Data Structures and Algorithms.pdf	brad	Highlight	81	4/19/2014 3:27:56 AM 	"An Object-Based Linked List Design\rOur design of a linked list will involve creating two classes. We’ll create a Node class for adding\rnodes to a linked list, and we’ll create a LinkedList class, which will provide functions for\rinserting nodes, removing nodes, displaying a list, and other housekeeping functions."
Data Structures and Algorithms.pdf	brad	Highlight	94	4/19/2014 4:01:45 AM 	"A dictionary is a data structure that stores data as key-value pairs, such as the way a phone book\rstores its data as names and phone numbers. When you look for a phone number, you first search\rfor the name, and when you find the name, the phone number is found right next to the name. The\rkey is the element you use to perform a search, and the value is the result of the search."
Data Structures and Algorithms.pdf	brad	Highlight	124	4/19/2014 4:02:52 AM 	"Binary trees are chosen over other\rmore primary data structures because you can search a binary tree very quickly (as opposed to a\rlinked list, for example) and you can quickly insert and delete data from a binary tree (as opposed\rto an array)."
