File Name	Name	Type	Page	Modification Date	Comment
Professional JavaScript for Web Developers, 3rd Edition.pdf	brad	Highlight	309	4/20/2014 11:51:20 PM 	"The go() method argument can also be a string, in which case the browser navigates to the fi rst\rlocation in history that contains the given string. The closest location may be either backward or\rforward."
Professional JavaScript for Web Developers, 3rd Edition.pdf	brad	Highlight	310	4/20/2014 11:51:34 PM 	"Two shortcut methods, back() and forward(), may be used in place of go(). As you might expect,\rthese mimic the browser Back and Forward buttons as follows:\r//go back one page\rhistory.back();\r//go forward one page\rhistory.forward();"
Professional JavaScript for Web Developers, 3rd Edition.pdf	brad	Highlight	310	4/20/2014 11:52:10 PM 	"The history object also has a property, length, which indicates how many items are in the\rhistory stack. This property refl ects all items in the history stack, both those going backward and\rthose going forward. For the fi rst page loaded into a window, tab, or frame, history.length is\requal to 0. By testing for this value as shown here, it’s possible to determine if the user’s start point\rwas your page:"
Professional JavaScript for Web Developers, 3rd Edition.pdf	brad	Highlight	313	4/20/2014 11:53:48 PM 	CAPABILITY DETECTION\rThe most commonly used and widely accepted form of client detection is called capability\rdetection. Capability detection (also called feature detection) aims not to identify a specifi c\rbrowser being used but rather to identify the browser’s capabilities.
Professional JavaScript for Web Developers, 3rd Edition.pdf	brad	Highlight	314	4/20/2014 11:54:40 PM 	"There are two important concepts to understand in capability detection. As just mentioned, the\rmost common way to achieve the result should be tested for fi rst. In the previous example, this\rmeant testing for document.getElementById() before document.all. Testing for the most\rcommon solution ensures optimal code execution by avoiding multiple-condition testing in\rthe common case."
Professional JavaScript for Web Developers, 3rd Edition.pdf	brad	Highlight	351	4/23/2014 6:05:24 AM 	"The Document Object Model (DOM) is an application programming interface (API) for\rHTML and XML documents. The DOM represents a document as a hierarchical tree of\rnodes, allowing developers to add, remove, and modify individual parts of the page. Evolving\rout of early Dynamic HTML (DHTML) innovations from Netscape and Microsoft, the DOM\ris now a truly cross-platform, language-independent way of representing and manipulating\rpages for markup."
Professional JavaScript for Web Developers, 3rd Edition.pdf	brad	Highlight	351	4/23/2014 6:05:48 AM 	"DOM Level 1 became a W3C recommendation in October 1998, providing interfaces for basic\rdocument structure and querying. This chapter focuses on the features and uses of DOM\rLevel 1 as it relates to HTML pages in the browser and its implementation in JavaScript."
Professional JavaScript for Web Developers, 3rd Edition.pdf	brad	Highlight	351	4/23/2014 6:06:03 AM 	Note that all DOM objects are represented by COM objects in Internet Explorer 8\rand earlier. This means that the objects don’t behave or function the same way\ras native JavaScript objects. These differences are highlighted throughout the\rchapter.
Professional JavaScript for Web Developers, 3rd Edition.pdf	brad	Highlight	352	4/23/2014 6:07:07 AM 	"A document node represents every document as the root. In this example, the only child of the\rdocument node is the <html> element, which is called the document element. The document element\ris the outermost element in the document within which all other elements exist. There can be only\rone document element per document. In HTML pages, the document element is always the <html>\relement. In XML, where there are no predefi ned elements, any element may be the document element."
Professional JavaScript for Web Developers, 3rd Edition.pdf	brad	Highlight	352	4/23/2014 6:07:21 AM 	"Every piece of markup can be represented by a node in the tree: HTML elements are represented by\relement nodes, attributes are represented by attribute nodes, the document type is represented by a\rdocument type node, and comments are represented by comment nodes. In total, there are 12 node\rtypes, all of which inherit from a base type."
Professional JavaScript for Web Developers, 3rd Edition.pdf	brad	Highlight	352	4/23/2014 6:07:46 AM 	"The Node Type\rDOM Level 1 describes an interface called Node that is to be implemented by all node types in\rthe DOM. The Node interface is implemented in JavaScript as the Node type, which is accessible\rin all browsers except Internet Explorer. All node types inherit from Node in JavaScript, so all node\rtypes share the same basic properties and methods."
Professional JavaScript for Web Developers, 3rd Edition.pdf	brad	Highlight	352	4/23/2014 6:08:09 AM 	Every node has a nodeType property that indicates the type of node that it is. Node types are\rrepresented by one of the following 12 numeric constants on the Node type:
Professional JavaScript for Web Developers, 3rd Edition.pdf	brad	Highlight	812	4/14/2014 9:42:26 PM 	"It’s important to note that the domain, path, expiration date, and secure fl ag are indications to the\rbrowser as to when the cookie should be sent with a request. These arguments are not actually sent\ras part of the cookie information to the server; only the name-value pairs are sent."
Professional JavaScript for Web Developers, 3rd Edition.pdf	brad	Highlight	812	4/14/2014 9:43:31 PM 	"Cookies in JavaScript\rDealing with cookies in JavaScript is a little complicated because of a notoriously poor interface,\rthe BOM’s document.cookie property. This property is unique in that it behaves very differently\rdepending on how it is used. When used to retrieve the property value, document.cookie returns"
Professional JavaScript for Web Developers, 3rd Edition.pdf	brad	Highlight	813	4/14/2014 9:44:10 PM 	"a string of all cookies available to the page (based on the domain, path, expiration, and security\rsettings of the cookies) as a series of name-value pairs separated by semicolons, as in the following\rexample:\rname1=value1;name2=value2;name3=value3\rAll of the names and values are URL-encoded and so must be decoded via decodeURIComponent()."
Professional JavaScript for Web Developers, 3rd Edition.pdf	brad	Highlight	813	4/14/2014 9:44:56 PM 	"This code creates a session cookie called “name” that has a value of “Nicholas”. This cookie will be\rsent every time the client makes a request to the server; it will be deleted when the browser is closed.\rAlthough this will work, as there are no characters that need to be encoded in either the name or the\rvalue, it’s a best practice to always use encodeURIComponent() when setting a cookie, as shown in\rthe following example:\rdocument.cookie = encodeURIComponent(“name”) + “=” +\rencodeURIComponent(“Nicholas”);"
Professional JavaScript for Web Developers, 3rd Edition.pdf	brad	Highlight	813	4/14/2014 9:45:39 PM 	"Since the reading and writing of cookies in JavaScript isn’t very straightforward, functions are often\rused to simplify cookie functionality. There are three basic cookie operations: reading, writing, and\rdeleting. These are all represented in the CookieUtil object as follows:"
